vacancy_id,vacancy_name,role_group,employer_name,area,experience,schedule,salary_from,salary_to,salary_currency,hard_skills,soft_skills,tools,vacancy_url
134844761,"Менеджер по работе с клиентами/ KAM Manager (Payments, FinTech), удалённо",KAM,Манюхина Анна,Москва,От 1 года до 3 лет,Удалённо,150000.0,,RUB,"account management, key account management, ведение клиентов, отчётность, ту","активность, взаимодействие, контроль, обратная связь, работа с клиентами, развитие, самостоятельность, сервис",,https://hh.ru/vacancy/134844761
133459660,Территориальный менеджер по работе с ключевыми клиентами (Регион Сибирь),KAM,Представительство Оксфорд Лабораториз Пвт. Лтд.,Новосибирск,От 3 до 6 лет,"Удалённо, Разъездной",,,RUB,"высшее образование, дебиторская задолженность, документооборот, командировки, коммерческое предложение, мониторинг, отчётность, переговоры, представительские расходы, презентации, проведение переговоров, работа с ключевыми клиентами","активность, взаимодействие, клиентоориентированность, коммуникабельность, контроль, организация, ответственность, планирование, принятие решений, пунктуальность, развитие, стрессоустойчивость","excel, outlook, word",https://hh.ru/vacancy/133459660
134768873,Key Account Manager (хозяйственные товары / товары для дома),KAM,Логогруп,Москва,От 1 года до 3 лет,"На месте работодателя, Удалённо, Гибрид",130000.0,500000.0,RUB,"account management, key account management, билеты, выполнение плана, дебиторская задолженность, заключение договоров, коммерческое предложение, мониторинг, хозяйственные товары, цикл сделки","контроль, настойчивость, ориентация на результат, планирование, презентации, стрессоустойчивость",,https://hh.ru/vacancy/134768873
132734302,Специалист по работе с ключевыми клиентами ЛКК и розницы,KAM,ЛАТЕО,Санкт-Петербург,От 1 года до 3 лет,"На месте работодателя, Удалённо, Гибрид",74000.0,,RUB,"высшее образование, коммерческое предложение, план продаж, счета","внимательность, деловое общение, многозадачность, наставничество, работа с клиентами","1с, microsoft office, ms office",https://hh.ru/vacancy/132734302
134833841,KAM/Sales manager B2B (продажи 1C решений),KAM,ICL Soft,Москва,Более 6 лет,Удалённо,,,RUB,"account management, b2b продажи, business development, enterprise, коммерческое предложение, корпоративные продажи, методология продаж, холодные продажи","принятие решений, развитие",1с,https://hh.ru/vacancy/134833841
133996238,Территориальный менеджер по работе с ключевыми клиентами (Регион Урал),KAM,Представительство Оксфорд Лабораториз Пвт. Лтд.,Екатеринбург,От 3 до 6 лет,"Удалённо, Разъездной",,,RUB,"активные продажи, высшее образование, дебиторская задолженность, документооборот, командировки, коммерческое предложение, мониторинг, отчётность, переговоры, представительские расходы, презентации, проведение переговоров, работа с ключевыми клиентами","активность, взаимодействие, клиентоориентированность, коммуникабельность, контроль, организация, ответственность, планирование, принятие решений, пунктуальность, развитие, стрессоустойчивость","excel, outlook, word",https://hh.ru/vacancy/133996238
134824379,Специалист по работе с ключевыми клиентами (государственные структуры/крупный бизнес),KAM,Система Сервис,Ульяновск,От 1 года до 3 лет,Удалённо,120000.0,,RUB,"b2b продажи, проведение переговоров","переговоры, презентации, телефонные переговоры",,https://hh.ru/vacancy/134824379
134647882,Менеджер по ключевым клиентам,KAM,Кабош,Новосибирск,От 1 года до 3 лет,Удалённо,,,RUB,"больничные, выполнение плана, работа с ключевыми клиентами, счета, ту",развитие,"1с, excel",https://hh.ru/vacancy/134647882
134647881,Менеджер по ключевым клиентам,KAM,Кабош,Казань,От 1 года до 3 лет,Удалённо,,,RUB,"больничные, выполнение плана, работа с ключевыми клиентами, счета, ту",развитие,"1с, excel",https://hh.ru/vacancy/134647881
132407939,Оператор приема входящих онлайн заявок,Прочее,Job-Plus,Ребриха,Нет опыта,Удалённо,30900.0,48800.0,RUB,"больничные, гибка, ту","внимательность, работа с клиентами",,https://hh.ru/vacancy/132407939
134853132,Начинающий специалист поддержки,Прочее,Ozon,Ростов-на-Дону,Нет опыта,Удалённо,28500.0,90000.0,RUB,"гибка, индивидуальный подход","принятие решений, работа с клиентами, развитие, сервис",,https://hh.ru/vacancy/134853132
134830836,SMM-менеджер для женского fashion-бренда ADLI в Беларуси/Минск,Прочее,ADLI STORE,Минск,От 1 года до 3 лет,Удалённо,500.0,800.0,USD,зарплата,активность,,https://hh.ru/vacancy/134830836
133835852,"Оператор поддержки входящих онлайн заявок (набор текста, проверки данных, без обзвонов баз)",Прочее,Центр занятости Пегас,Вятские Поляны,Нет опыта,Удалённо,32800.0,51000.0,RUB,"больничные, гибка, ту","внимательность, деловая переписка, деловое общение, работа с клиентами",,https://hh.ru/vacancy/133835852
134831990,Начинающий специалист поддержки,Прочее,Ozon,Казань,Нет опыта,Удалённо,28500.0,90000.0,RUB,"гибка, индивидуальный подход","принятие решений, работа с клиентами, развитие, сервис",,https://hh.ru/vacancy/134831990
134818114,SMM-менеджер для женского fashion-бренда ADLI в Алматы/Астана,Прочее,ADLI STORE,Алматы,От 1 года до 3 лет,"Удалённо, Гибрид",500.0,800.0,USD,зарплата,активность,,https://hh.ru/vacancy/134818114
134632255,Оператор call-центра,Прочее,Астарта,Фергана,Нет опыта,Удалённо,5000000.0,9000000.0,UZS,активные продажи,"внимательность, внимательность к деталям, ответственность, переговоры, работа с клиентами, телефонные переговоры",,https://hh.ru/vacancy/134632255
124817054,Консультант по выбору курсов,Прочее,Онлайн-школа Тетрика,Воронеж,От 1 года до 3 лет,Удалённо,75000.0,150000.0,RUB,"b2c продажи, активные продажи, гибка",профессиональный рост,,https://hh.ru/vacancy/124817054
115545138,Консультант по выбору курсов,Прочее,Онлайн-школа Тетрика,Ростов-на-Дону,От 1 года до 3 лет,Удалённо,75000.0,150000.0,RUB,"активные продажи, гибка","коммуникабельность, профессиональный рост",,https://hh.ru/vacancy/115545138
122071322,Консультант по выбору курсов,Прочее,Онлайн-школа Тетрика,Санкт-Петербург,От 1 года до 3 лет,Удалённо,75000.0,150000.0,RUB,"b2c продажи, гибка, презентации","клиентоориентированность, профессиональный рост, развитие",,https://hh.ru/vacancy/122071322
112240993,Консультант по выбору курсов,Прочее,Онлайн-школа Тетрика,Пермь,От 1 года до 3 лет,Удалённо,75000.0,150000.0,RUB,"активные продажи, гибка","коммуникабельность, профессиональный рост",,https://hh.ru/vacancy/112240993
134735150,Менеджер по персональной поддержке продавцов Ozon,Прочее,Ozon,Краснодар,От 1 года до 3 лет,Удалённо,43000.0,64000.0,RUB,документооборот,"активность, клиентоориентированность, мотивация, работа с клиентами, сервис",,https://hh.ru/vacancy/134735150
134562568,Оператор на исходящие звонки,Прочее,"РУНА, консалтинговая группа",Москва,Нет опыта,Удалённо,73900.0,,RUB,"больничные, зарплата, корпоративы, подарки, ту, холодные звонки, холодные продажи","деловая переписка, деловое общение, коммуникабельность, надёжность, переговоры, развитие, стрессоустойчивость, телефонные переговоры",zoom,https://hh.ru/vacancy/134562568
134681607,Оператор поддержки входящих онлайн заявок,Прочее,TrudWork,Котельнич,Нет опыта,Удалённо,32800.0,51000.0,RUB,"больничные, гибка, ту","внимательность, деловое общение, работа с клиентами",,https://hh.ru/vacancy/134681607
121822698,Консультант по выбору курсов,Прочее,Онлайн-школа Тетрика,Москва,От 1 года до 3 лет,Удалённо,75000.0,150000.0,RUB,"активные продажи, гибка, работа с возражениями","коммуникабельность, профессиональный рост",,https://hh.ru/vacancy/121822698
115543132,Менеджер вводного урока (английский язык/русский язык/математика),Прочее,Онлайн-школа Тетрика,Екатеринбург,От 1 года до 3 лет,Удалённо,75000.0,150000.0,RUB,"активные продажи, гибка, работа с возражениями","коммуникабельность, профессиональный рост",,https://hh.ru/vacancy/115543132
134636410,Customer Success Manager / Technical Account Manager,Account Manager,Сомалаб,Москва,Более 6 лет,"На месте работодателя, Удалённо, Гибрид, Разъездной",,,RUB,"мониторинг, ту","контроль, обратная связь, публичные выступления, развитие, стрессоустойчивость",,https://hh.ru/vacancy/134636410
134660735,"Менеджер по работе с клиентами / Account Manager (B2B, IT)",Account Manager,Инфотек,Москва,От 3 до 6 лет,"Удалённо, Гибрид",,,RUB,"cross-sell, enterprise, jira, saas, upsell, впр, высшее образование, выявление потребностей, дебиторская задолженность, мониторинг, отчётность, работа с ключевыми клиентами, ту","взаимодействие, клиентоориентированность, контроль, многозадачность, ответственность, переговоры, планирование, презентации, приоритизация, работа с клиентами, развитие, сервис, системное мышление","excel, google sheets",https://hh.ru/vacancy/134660735
134526341,Начинающий менеджер по продажам,Sales (общее),Точка Банк,Челябинск,Нет опыта,"На месте работодателя, Удалённо, Гибрид",90000.0,,RUB,"активные продажи, акты, больничные, зарплата, корпоративы, переговоры, счета, ту, холодные звонки","обратная связь, развитие, сервис",,https://hh.ru/vacancy/134526341
134526343,Начинающий менеджер по продажам,Sales (общее),Точка Банк,Воронеж,Нет опыта,"На месте работодателя, Удалённо, Гибрид",90000.0,,RUB,"активные продажи, акты, больничные, зарплата, корпоративы, переговоры, счета, ту, холодные звонки","обратная связь, развитие, сервис",,https://hh.ru/vacancy/134526343
134487903,Sales Manager,Sales (общее),AZURITE Logistics,Актау,От 3 до 6 лет,"На месте работодателя, Удалённо",,,RUB,"b2b продажи, активные продажи, анализ воронки, больничные, воронка продаж, заключение договоров, коммерческое предложение, мониторинг, переговоры, прогнозирование спроса, развитие бизнеса, тендеры, холодные продажи","взаимодействие, деловая переписка, планирование, развитие",,https://hh.ru/vacancy/134487903
134092197,Sales manager,Sales (общее),Бобкова Эвелина Викторовна,Бельгия,От 1 года до 3 лет,Удалённо,1800.0,,EUR,"b2b sales, cold outreach, активные продажи, вентиляция, гибка, заключение договоров, кондиционирование, тёплые продажи, холодные продажи, цикл сделки","деловая переписка, мотивация, переговоры, планирование, развитие, самостоятельность",,https://hh.ru/vacancy/134092197
134654341,Sales Manager,Sales (общее),ANASTASIA LEPESHKO,Тбилиси,От 1 года до 3 лет,"На месте работодателя, Удалённо",850.0,2000.0,USD,"активные продажи, ведение переговоров, воронка продаж, выполнение плана, отчётность, переговоры, план продаж, работа с возражениями, счета","быстрая обучаемость, обучаемость, ориентация на результат, работа с клиентами",zoom,https://hh.ru/vacancy/134654341
134208892,Technical Account Manager (Кибербез),Account Manager,CyberOK,Москва,От 3 до 6 лет,Удалённо,,,RUB,"информационная безопасность, кибербезопасность, презентации","мотивация, обратная связь, публичные выступления, работа в коллективе, решение проблем",,https://hh.ru/vacancy/134208892
134608272,Менеджер по продажам,Sales (общее),Тадам,Москва,От 1 года до 3 лет,Удалённо,60000.0,120000.0,RUB,"saas, активные продажи, презентации, работа с возражениями","взаимодействие, обратная связь, сервис",amocrm,https://hh.ru/vacancy/134608272
131922319,Менеджер по продажам,Sales (общее),Группа кадровых компаний АКМЭ,Санкт-Петербург,Нет опыта,"На месте работодателя, Удалённо, Гибрид",70000.0,90000.0,RUB,"b2b продажи, мониторинг, отчётность","гибкость, переговоры, руководство, телефонные переговоры",,https://hh.ru/vacancy/131922319
134094552,Менеджер по продажам,Sales (общее),СДЭК Экспресс-Курьер,Омск,От 1 года до 3 лет,Удалённо,60000.0,150000.0,RUB,"активные продажи, больничные, заключение договоров, зарплата, коммерческое предложение, проведение переговоров, тёплые звонки, холодные звонки, холодные продажи","грамотная речь, коммуникабельность, наставничество, переговоры, развитие, сервис, телефонные переговоры",,https://hh.ru/vacancy/134094552
134487249,Менеджер по продажам,Sales (общее),ВиридианТехноГрупп,Минск,Нет опыта,Удалённо,1600.0,5200.0,BYR,"активные продажи, гибка, ту, тёплые продажи, холодные продажи","активность, деловое общение, мотивация, ориентация на результат, ответственность, переговоры, сервис, телефонные переговоры",,https://hh.ru/vacancy/134487249
134858343,Менеджер по продажам,Sales (общее),Роботекс-Вологда,Москва,От 1 года до 3 лет,Удалённо,50000.0,100000.0,RUB,"активные продажи, выявление потребностей, дополнительное образование, кросс-продажи, счета, тёплые продажи, холодные продажи","взаимодействие, наставничество, переговоры, принятие решений, работа с клиентами, развитие, телефонные переговоры",,https://hh.ru/vacancy/134858343
133964213,Менеджер отдела продаж,Sales (общее),Comfort Group,Севастополь,От 3 до 6 лет,"На месте работодателя, Удалённо, Гибрид",100000.0,,RUB,"активные продажи, заключение договоров, корпоративы, презентации, проведение переговоров, тёплые продажи, холодные продажи","аналитическое мышление, деловое общение, переговоры, развитие, телефонные переговоры",битрикс24,https://hh.ru/vacancy/133964213
133063539,Менеджер по продажам,Sales (общее),МетронЭкс,Москва,Более 6 лет,"На месте работодателя, Удалённо, Гибрид, Разъездной",150000.0,,RUB,"активные продажи, водоснабжение, выполнение плана, заключение договоров, отопление","переговоры, планирование, телефонные переговоры",,https://hh.ru/vacancy/133063539
134605051,Менеджер по продажам,Sales (общее),Галкин Евгений Валерьевич,Москва,От 1 года до 3 лет,Удалённо,100000.0,300000.0,RUB,"b2b продажи, активные продажи, ведение клиентов, заключение договоров, коммерческое предложение, презентации, проведение переговоров, сопровождение клиентов, ту","ориентация на результат, переговоры, телефонные переговоры",,https://hh.ru/vacancy/134605051
134767385,Менеджер по работе с рекламодателями (Account Manager / Sales Manager),Account Manager,СМИ#1 (ИП Чепенко Никита Александрович),Москва,От 1 года до 3 лет,Удалённо,80000.0,,RUB,"документооборот, коммерческое предложение, маркировка, сопровождение клиентов","взаимодействие, мотивация, переговоры","amocrm, telegram",https://hh.ru/vacancy/134767385
134483367,Менеджер по продажам,Sales (общее),Дронакс,Москва,От 1 года до 3 лет,"Удалённо, Гибрид",100000.0,300000.0,RUB,"ведение клиентов, ведение переговоров, воронка продаж, заключение договоров, коммерческое предложение, отгрузка товара, переговоры","инициативность, контроль, ответственность","1с, excel, ms office",https://hh.ru/vacancy/134483367
134483368,Менеджер по продажам,Sales (общее),Дронакс,Санкт-Петербург,От 1 года до 3 лет,"Удалённо, Гибрид",100000.0,300000.0,RUB,"ведение клиентов, ведение переговоров, воронка продаж, заключение договоров, коммерческое предложение, отгрузка товара, переговоры","инициативность, контроль, ответственность","1с, excel, ms office",https://hh.ru/vacancy/134483368
134787688,Менеджер по продажам,Sales (общее),Раздоров и Компания,Алматы,От 1 года до 3 лет,Удалённо,50000.0,100000.0,RUB,"b2b продажи, активные продажи, банкротство, выявление потребностей, заключение договоров, коммерческое предложение, работа с ключевыми клиентами, счета, ту","деловая переписка, деловое общение, коммуникабельность, мотивация, организация, переговоры, планирование, презентации, развитие, системное мышление, телефонные переговоры",,https://hh.ru/vacancy/134787688
134482656,Менеджер по продажам,Sales (общее),Вау Сервис,Калининград,От 1 года до 3 лет,Удалённо,80000.0,120000.0,RUB,"spin, активные продажи, гибка, зарплата, коммерческое предложение, отели, ту","деловое общение, мотивация, переговоры, презентации, телефонные переговоры","chatgpt, excel, google sheets, битрикс24",https://hh.ru/vacancy/134482656
134482751,Менеджер по продажам,Sales (общее),Кадочников Егор Сергеевич,Ярославль,От 1 года до 3 лет,Удалённо,80000.0,120000.0,RUB,"выполнение плана, тёплые продажи","активность, переговоры, телефонные переговоры",,https://hh.ru/vacancy/134482751
134654224,Менеджер по продажам,Sales (общее),ANASTASIA LEPESHKO,Тбилиси,От 1 года до 3 лет,Удалённо,850.0,2000.0,USD,"активные продажи, ведение переговоров, воронка продаж, выполнение плана, отчётность, переговоры, план продаж, работа с возражениями, счета","быстрая обучаемость, обучаемость, ориентация на результат, работа с клиентами",zoom,https://hh.ru/vacancy/134654224
134654832,Менеджер по продажам,Sales (общее),Горох Наталья Леонидовна,Сербия,От 1 года до 3 лет,Удалённо,1500.0,2500.0,USD,"активные продажи, презентации, работа с возражениями, сопровождение клиентов, счета","грамотная речь, ориентация на результат, развитие, умение слушать",zoom,https://hh.ru/vacancy/134654832
134654527,Менеджер по продажам,Sales (общее),Атлант-право,Москва,Нет опыта,"На месте работодателя, Удалённо",83000.0,170000.0,RUB,"активные продажи, ведение переговоров, заключение договоров, презентации","грамотная речь, переговоры, сервис, телефонные переговоры",ms office,https://hh.ru/vacancy/134654527
134480896,Менеджер по продажам,Sales (общее),Техоборонэксперт,Москва,От 1 года до 3 лет,Удалённо,80000.0,,RUB,отчётность,"гибкость, инициативность, мотивация, нетворкинг, работа с клиентами, развитие",,https://hh.ru/vacancy/134480896
127170079,Менеджер по продажам,Sales (общее),Онлайн-школа Тетрика,Челябинск,От 1 года до 3 лет,Удалённо,75000.0,100000.0,RUB,"b2c продажи, активные продажи, гибка, ту","мотивация, нацеленность на результат, профессиональный рост, развитие",,https://hh.ru/vacancy/127170079
121345657,Менеджер по продажам,Sales (общее),Онлайн-школа Тетрика,Пермь,От 1 года до 3 лет,Удалённо,75000.0,100000.0,RUB,"b2c продажи, активные продажи, гибка, презентации, ту","клиентоориентированность, мотивация, нацеленность на результат, профессиональный рост, развитие",,https://hh.ru/vacancy/121345657
134785055,Менеджер по продажам,Sales (общее),MERLION,Санкт-Петербург,Нет опыта,Удалённо,60000.0,,RUB,"больничные, корпоративные продажи, отели, подарки, сопровождение клиентов, счета","грамотная речь, контроль, работа с клиентами, развитие",,https://hh.ru/vacancy/134785055
133958100,Менеджер по продажам,Sales (общее),Owncode Brand,Нижний Новгород,От 1 года до 3 лет,Удалённо,70000.0,,RUB,"активные продажи, воронка продаж, выявление потребностей, гибка, допродажи, работа с возражениями, ту",,"amocrm, telegram, whatsapp",https://hh.ru/vacancy/133958100
134601394,Менеджер по продажам,Sales (общее),Логика,Санкт-Петербург,Нет опыта,Удалённо,500000.0,,RUB,"активные продажи, документооборот, счета","переговоры, презентации, телефонные переговоры",amocrm,https://hh.ru/vacancy/134601394
134784732,Менеджер по продажам,Sales (общее),MERLION,Волгоград,Нет опыта,Удалённо,60000.0,,RUB,"больничные, корпоративные продажи, отели, подарки, сопровождение клиентов, счета","грамотная речь, контроль, работа с клиентами, развитие",,https://hh.ru/vacancy/134784732
134857515,Менеджер по продажам,Sales (общее),Райтер Павел,Барнаул,От 1 года до 3 лет,Удалённо,60000.0,90000.0,RUB,"b2b продажи, saas, активные продажи, воронка продаж, выполнение плана, выявление потребностей, заключение договоров, лидогенерация, мониторинг, работа с возражениями, тёплые продажи, холодные продажи","активность, внимательность, внимательность к деталям, гибкость, деловое общение, коммуникабельность, настойчивость, переговоры, планирование, сервис, стрессоустойчивость, телефонные переговоры, умение слушать","google docs, telegram, zoom, битрикс24",https://hh.ru/vacancy/134857515
134784560,Менеджер по продажам,Sales (общее),Трактордеталь,Москва,От 1 года до 3 лет,Удалённо,80000.0,150000.0,RUB,"активные продажи, корпоративы, подарки, счета, ту","многозадачность, переговоры, телефонные переговоры",,https://hh.ru/vacancy/134784560
134254494,Координатор партнёрских продаж/Partner Sales Coordinator (Москва),Sales (общее),Софт Плюс,Москва,От 1 года до 3 лет,Удалённо,,,RUB,"account management, b2b sales, b2b продажи, enterprise, pipeline, security","внимательность, внимательность к деталям, деловая переписка, деловое общение, контроль, ответственность, переговоры, презентации, проактивность","amocrm, bitrix24, hubspot, salesforce",https://hh.ru/vacancy/134254494
134451104,Руководитель проектов в IT / Enterprise,Enterprise/SaaS Sales,Джи Ди,Нижний Новгород,От 3 до 6 лет,"На месте работодателя, Удалённо, Гибрид",180000.0,250000.0,RUB,"enterprise, jira, акты, гибка, документооборот, зарплата, командировки, комплаенс, переговоры, путевые листы, развитие клиентов, сертификация, ту","взаимодействие, деловая переписка, контроль, лидерство, обратная связь, ответственность, презентации, приоритизация, работа с клиентами, развитие, руководство, самостоятельность, сервис, управление командой","1с, asana, figma",https://hh.ru/vacancy/134451104
134121806,Sales Manager,Sales (общее),Бануба Девелопмент,Минск,От 3 до 6 лет,"На месте работодателя, Удалённо, Гибрид",,,RUB,"b2b продажи, business development, enterprise, inbound, outbound, pipeline, активные продажи, воронка продаж, прогнозирование продаж, работа с возражениями",планирование,,https://hh.ru/vacancy/134121806
134834850,Sales manager,Sales (общее),Ахметшин Артур Раянович,Москва,От 1 года до 3 лет,Удалённо,3000.0,7000.0,USD,"enterprise, saas, отчётность, счета","мотивация, ориентация на результат, проактивность",,https://hh.ru/vacancy/134834850
134531517,Менеджер по продажам программы лояльности | Enterprise клиенты | Edtech,Enterprise/SaaS Sales,HR.Vision,Москва,От 1 года до 3 лет,Удалённо,250000.0,300000.0,RUB,"больничные, документооборот, отпускные, отчётность, счета",развитие,,https://hh.ru/vacancy/134531517
134711088,Менеджер по продажам B2B Enterprise / Привлечению ключевых клиентов,KAM,РИЛСМАРКЕТ,Москва,От 1 года до 3 лет,Удалённо,120000.0,400000.0,RUB,"b2b продажи, enterprise, активные продажи, переговоры, презентации, цикл сделки","настойчивость, ответственность, самостоятельность",,https://hh.ru/vacancy/134711088
133500881,Ведущий менеджер по продажам,Sales (общее),ИНТЕРВОЛГА,Москва,От 3 до 6 лет,Удалённо,,,RUB,"b2b продажи, enterprise, php, react, vue, активные продажи, анализ воронки, воронка продаж, выполнение плана, зарплата, коммерческое предложение, переговоры, представительские расходы, презентации, проведение переговоров, прогнозирование продаж, цикл сделки","мотивация, планирование, работа с клиентами, развитие","1с, 1с:предприятие, bitrix24, битрикс24",https://hh.ru/vacancy/133500881
133104855,Менеджер проектных продаж (1С-Битрикс:Enterprise),Enterprise/SaaS Sales,ГЭНДАЛЬФ,Ростов-на-Дону,От 1 года до 3 лет,"На месте работодателя, Удалённо, Гибрид",110000.0,,RUB,"b2b продажи, it продажи, активные продажи, выявление потребностей, заключение договоров, зарплата","деловая переписка, деловое общение, многозадачность, переговоры, развитие, телефонные переговоры",1с,https://hh.ru/vacancy/133104855
134255728,"Руководитель отдела продаж (B2B, международные решения)",Sales (общее),Лисхор,Санкт-Петербург,От 3 до 6 лет,"На месте работодателя, Удалённо, Гибрид",,,RUB,"enterprise, активные продажи, выполнение плана, высшее образование, отчётность, поиск поставщиков, холодные продажи","взаимодействие, деловая переписка, деловое общение, контроль, многозадачность, мотивация, ориентация на результат, переговоры, развитие, развитие сотрудников, сервис, управление командой",excel,https://hh.ru/vacancy/134255728
133972141,Senior Franchise Sales Manager (Europe),Sales (общее),Академ Интеллект,Москва,От 3 до 6 лет,Удалённо,2500.0,,USD,"b2b sales, enterprise, inbound, lead generation",,,https://hh.ru/vacancy/133972141
133895839,Ведущий менеджер по продажам (ИБ),Sales (общее),ScanFactory,Москва,От 3 до 6 лет,Удалённо,,,RUB,"b2b продажи, enterprise, активные продажи, ведение переговоров, заключение контрактов, информационная безопасность, отчётность, переговоры, презентация продукта, проведение переговоров","активность, взаимодействие, нацеленность на результат, организация, презентации",,https://hh.ru/vacancy/133895839
134725013,Корпоративный архитектор бизнес-систем / Enterprise Business Architect,Enterprise/SaaS Sales,VVP Group,Москва,От 3 до 6 лет,"На месте работодателя, Удалённо, Гибрид",,,RUB,"clickhouse, enterprise, документооборот","взаимодействие, внимательность, внимательность к деталям, сервис, системное мышление",1с,https://hh.ru/vacancy/134725013
133905494,"Супервайзер, Карши",Прочее,DAMIRA BEVERAGES ENTERPRISE,Карши,От 1 года до 3 лет,Удалённо,,,RUB,"enterprise, выполнение плана, заключение договоров, контроль поставок, мерчандайзинг, мониторинг, отчётность, план продаж, презентации, проведение переговоров, хранение","взаимодействие, дисциплинированность, контроль, многозадачность, мотивация, наставничество, организация, ответственность, переговоры, работа с клиентами, развитие, руководство, стрессоустойчивость, управление командой","excel, powerpoint, word",https://hh.ru/vacancy/133905494
133904733,"Супервайзер, Ургенч",Прочее,DAMIRA BEVERAGES ENTERPRISE,Ургенч,От 1 года до 3 лет,Удалённо,,,RUB,"enterprise, выполнение плана, заключение договоров, контроль поставок, мерчандайзинг, мониторинг, отчётность, план продаж, презентации, проведение переговоров, хранение","взаимодействие, дисциплинированность, контроль, многозадачность, мотивация, наставничество, организация, ответственность, переговоры, работа с клиентами, развитие, руководство, стрессоустойчивость, управление командой","excel, powerpoint, word",https://hh.ru/vacancy/133904733
133904925,"Супервайзер, Наманган",Прочее,DAMIRA BEVERAGES ENTERPRISE,Андижан,От 1 года до 3 лет,"Удалённо, Разъездной",,,RUB,"enterprise, выполнение плана, заключение договоров, контроль поставок, мерчандайзинг, мониторинг, отчётность, план продаж, презентации, проведение переговоров, хранение","взаимодействие, дисциплинированность, контроль, многозадачность, мотивация, наставничество, организация, ответственность, переговоры, работа с клиентами, развитие, руководство, стрессоустойчивость, управление командой","excel, powerpoint, word",https://hh.ru/vacancy/133904925
133904926,"Супервайзер, Наманган",Прочее,DAMIRA BEVERAGES ENTERPRISE,Наманган,От 1 года до 3 лет,"Удалённо, Разъездной",,,RUB,"enterprise, выполнение плана, заключение договоров, контроль поставок, мерчандайзинг, мониторинг, отчётность, план продаж, презентации, проведение переговоров, хранение","взаимодействие, дисциплинированность, контроль, многозадачность, мотивация, наставничество, организация, ответственность, переговоры, работа с клиентами, развитие, руководство, стрессоустойчивость, управление командой","excel, powerpoint, word",https://hh.ru/vacancy/133904926
133904206,Супервайзер (Джизак),Прочее,DAMIRA BEVERAGES ENTERPRISE,Джизак,От 1 года до 3 лет,Удалённо,,,RUB,"enterprise, выполнение плана, заключение договоров, контроль поставок, мерчандайзинг, мониторинг, отчётность, план продаж, презентации, проведение переговоров, хранение","взаимодействие, дисциплинированность, контроль, многозадачность, мотивация, наставничество, организация, ответственность, переговоры, работа с клиентами, развитие, руководство, стрессоустойчивость, управление командой","excel, powerpoint, word",https://hh.ru/vacancy/133904206
133904207,Супервайзер (Джизак),Прочее,DAMIRA BEVERAGES ENTERPRISE,Гулистан,От 1 года до 3 лет,Удалённо,,,RUB,"enterprise, выполнение плана, заключение договоров, контроль поставок, мерчандайзинг, мониторинг, отчётность, план продаж, презентации, проведение переговоров, хранение","взаимодействие, дисциплинированность, контроль, многозадачность, мотивация, наставничество, организация, ответственность, переговоры, работа с клиентами, развитие, руководство, стрессоустойчивость, управление командой","excel, powerpoint, word",https://hh.ru/vacancy/133904207
130593604,Менеджер по продажам (Enterprise / IT),Enterprise/SaaS Sales,Первая Форма,Москва,Более 6 лет,Удалённо,,,RUB,"enterprise, больничные, документооборот, зарплата, цикл сделки","мотивация, переговоры, презентации",,https://hh.ru/vacancy/130593604
134664584,Ведущий менеджер по продажам ИТ-решений (Senior Sales Manager),Sales (общее),Open Vision,Москва,От 3 до 6 лет,"На месте работодателя, Удалённо, Гибрид",180000.0,,RUB,"223-фз, 44-фз, b2b продажи, business development, enterprise, активные продажи, ведение переговоров, виртуализация, выявление потребностей, допродажи, информационная безопасность, коммерческое предложение, кросс-продажи, переговоры, полный цикл продаж, развитие бизнеса, сертификация, средний чек, счета","активность, гибкость, контроль, работа с клиентами, развитие, руководство",,https://hh.ru/vacancy/134664584
